Title,Company Name,Location,Posted,Type,Experience,Link
Data Security Section Head,GB Corp,"Giza, Egypt ",2 days ago,Full Time,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/6ptzaool8xxi-data-security-section-head-gb-corp-giza-egypt
Data Analytics Engineer,Erada,"Maadi, Cairo, Egypt ",1 day ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/pzd70ku3ht2v-data-analytics-engineer-erada-cairo-egypt
Middle Data Scientist,Vertex Technologies,"Cairo, Egypt ",10 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/0pjt4ec9jcbn-middle-data-scientist-vertex-technologies-cairo-egypt
Big Data Engineer,Efada Technology,"6th of October, Giza, Egypt ",16 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/9rkxqmsbkr5i-big-data-engineer-efada-technology-giza-egypt
Quality Assurance Specialist,El Mohandess Print House,"10th of Ramadan City, Sharqia, Egypt ",4 hours ago,Full Time,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/1e6kxrvyuhpt-quality-assurance-specialist-el-mohandess-print-house-sharqia-egypt
Backoffice Agent (Mail & Chat \ B2 English ),Etisalat Egypt,"Maadi, Cairo, Egypt ",12 hours ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/unhrmlmgqper-backoffice-agent-mail-chat-b2-english-etisalat-egypt-cairo-egypt
Mail & Chat Agent (B2 English Speakers) - e&UAE,Etisalat Egypt,"Maadi, Cairo, Egypt ",14 hours ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/80zjdw42qaxj-mail-chat-agent-b2-english-speakers-euae-etisalat-egypt-cairo-egypt
Backoffice Agent (Mail & Chat) B2 English Speakers,Etisalat Egypt,"Maadi, Cairo, Egypt ",2 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/0z2vlktgmlb2-backoffice-agent-mail-chat-b2-english-speakers-etisalat-egypt-cairo-egypt
Mail & Chat Agent (B2 English Speakers) e&UAE.,Etisalat Egypt,"Maadi, Cairo, Egypt ",3 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/xlmdly8pobzn-mail-chat-agent-b2-english-speakers-euae-etisalat-egypt-cairo-egypt
Chat Agent (B2 English Speakers) graduates,Etisalat Egypt,"Maadi, Cairo, Egypt ",4 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/1t8fjx8lwsta-chat-agent-b2-english-speakers-graduates-etisalat-egypt-cairo-egypt
Call Center Agent (B2 English Speakers) e&UAE.,Etisalat Egypt,"Maadi, Cairo, Egypt ",4 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/a7fueu1iappz-call-center-agent-b2-english-speakers-euae-etisalat-egypt-cairo-egypt
Mail & Chat Agent - B2 English Speakers,Etisalat Egypt,"Maadi, Cairo, Egypt ",6 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/6qqakkmjcigq-mail-chat-agent-b2-english-speakers-etisalat-egypt-cairo-egypt
Call Center Agent (B2 English Speakers) e&UAE,Etisalat Egypt,"Maadi, Cairo, Egypt ",6 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/qhqvvitgprip-call-center-agent-b2-english-speakers-euae-etisalat-egypt-cairo-egypt
Mail&Chat Agent (B2 English Speakers) e&UAE,Etisalat Egypt,"Maadi, Cairo, Egypt ",10 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/spkl7cuuyozf-mailchat-agent-b2-english-speakers-euae-etisalat-egypt-cairo-egypt
Mail&Chat Agent (B2 English Speakers) Etisalat UAE,Etisalat Egypt,"Maadi, Cairo, Egypt ",12 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/qdj0xlrgnjka-mailchat-agent-b2-english-speakers-etisalat-uae-etisalat-egypt-cairo-egypt
E-mail & Chat Agent (B2 English Speakers),Etisalat Egypt,"Maadi, Cairo, Egypt ",13 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/8ylnjwwptchd-e-mail-chat-agent-b2-english-speakers-etisalat-egypt-cairo-egypt
Senior Research and development Specialist,French for food industries,"Cairo, Egypt ",14 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/qqajtwm1blyz-senior-research-and-development-specialist-french-for-food-industries-cairo-egypt
Agriculture Engineer - (Seedlings & Crops) - Minya,samy ayed group,"Cairo, Egypt ",15 days ago,Full Time,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/5xxvqjxrh1gl-agriculture-engineer-seedlings-crops-minya-samy-ayed-group-cairo-egypt
Non Voice Agent (Mail & Chat) Excellent English Speakers,Etisalat Egypt,"Maadi, Cairo, Egypt ",16 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/x5xdscrxbopu-non-voice-agent-mail-chat-excellent-english-speakers-etisalat-egypt-cairo-egypt
Product Manager,3D Diagnostix,"Maadi, Cairo, Egypt ",17 days ago,Full Time,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/scpedoxqqmmn-product-manager-3d-diagnostix-cairo-egypt
Business Analyst,BITechnologies,"New Cairo, Cairo, Egypt ",17 days ago,Full Time,1 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/n75g9rmwblcy-business-analyst-bi-technologies-cairo-egypt
Senior Chatbot Developer,Efada Technology,"6th of October, Giza, Egypt ",25 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/x3zw9wwhrkrc-senior-chatbot-developer-efada-technology-giza-egypt
Senior Database Developer,Mazzika Group,"Dokki, Giza, Egypt ",25 days ago,Full Time,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/oktmslftxltf-senior-database-developer-mazzika-group-giza-egypt
Methodology Analyst,APEX Pharma,"Badr City, Cairo, Egypt ",1 month ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/myofhpuxn8jo-methodology-analyst-apex-pharma-cairo-egypt
Backoffice Agent (Mail&Chat) - B2 English Speakers,Etisalat Egypt,"Maadi, Cairo, Egypt ",1 month ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/i9mgwtsljhvv-backoffice-agent-mailchat-b2-english-speakers-etisalat-egypt-cairo-egypt
Senior Full Stack Developer (.NET and Angular),DynaSystems,"Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/gr9eodyxq8qr-senior-full-stack-developer-net-and-angular-dynasystems-cairo-egypt
Data Analyst And Reporting,EBNY developments,"Heliopolis, Cairo, Egypt ",4 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/zezcdnv3p59k-data-analyst-and-reporting-ebny-developments-cairo-egypt
Middle Business Data Analyst - BI Engineer,Vertex Technologies,"Cairo, Egypt ",7 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/xqn8he7opiiv-middle-business-data-analyst-bi-engineer-vertex-technologies-cairo-egypt
Senior Data Scientist,Vertex Technologies,"Cairo, Egypt ",7 days ago,Full Time,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/rlurxyttxzy2-senior-data-scientist-vertex-technologies-cairo-egypt
Data Entry Specialist – Pharmacy,Hossam Pharmacies,"Heliopolis, Cairo, Egypt ",22 days ago,Full Time,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/5dmfppbosp73-data-entry-specialist-pharmacy-hossam-pharmacies-cairo-egypt
Senior Data Engineer,Efada Technology,"New Cairo, Cairo, Egypt ",22 days ago,Full Time,8+ Yrs of Exp,https://wuzzuf.net/jobs/p/fk3gfym0iioh-senior-data-engineer-efada-technology-cairo-egypt
Software Developer,Renewable Energy Pros,"New Cairo, Cairo, Egypt ",1 month ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/my1qpyqqvoaj-software-developer-renewable-energy-pros-cairo-egypt
Q.A IPC Officer,APEX Pharma,"Badr City, Cairo, Egypt ",2 months ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/lewonecphjvm-qa-ipc-officer-apex-pharma-cairo-egypt
Data Strategy Consultant,Envision Employment Solutions,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/x234rhkqilxy-data-strategy-consultant-envision-employment-solutions-riyadh-saudi-arabia
"Data Center Technician Internship (2026), Saudi Arabia, AWS",Amazon Web Services (AWS),"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/xetovjcb9lq0-data-center-technician-internship-2026-saudi-arabia-aws-amazon-web-services-aws-riyadh-saudi-arabia
Production Data Analyst - ECT,GE Vernova,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/9iqr8rdpbqvn-production-data-analyst-ect-ge-vernova-riyadh-saudi-arabia
Data Analyst,Kanz,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/rbxt81jdwxhl-data-analyst-kanz-riyadh-saudi-arabia
Data Scientist,Emdad Al Khebrat,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/wy1zt6znt7tu-data-scientist-emdad-al-khebrat-riyadh-saudi-arabia
Data Analyst – Business Intelligence & Reporting,Confidential Government,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/9cfco6hl0es9-data-analyst-business-intelligence-reporting-confidential-government-riyadh-saudi-arabia
AWS Data Engineer - Banking Client (m/f/d),Halian,"Dubai, United Arab Emirates ",3 days ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/np5uu6f1m6sw-aws-data-engineer-banking-client-mfd-halian-dubai-united-arab-emirates
Data Entry Specialist (Remote),PULSE,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/pfrjoxibnv5r-data-entry-specialist-remote-pulse-riyadh-saudi-arabia
IoT Data Engineer,Canonical,"Makkah, Saudi Arabia ",5 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/rhmmj5rqlthq-iot-data-engineer-canonical-makkah-saudi-arabia
Senior Data Architect (Banking),emagine,"Riyadh, Saudi Arabia ",6 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/fo9mhcu9pl7d-senior-data-architect-banking-emagine-riyadh-saudi-arabia
Data Analyst (0 Experience Required),Peroptyx,"Riyadh, Saudi Arabia ",7 days ago,Part Time,,https://wuzzuf.net/saudi/jobs/p/g/wndccbf1l8o6-data-analyst-0-experience-required-peroptyx-riyadh-saudi-arabia
Data & AI Analyst - Emiratization & UAE Talent Development | Strategy & Consulting,Accenture Middle East,"Dubai, United Arab Emirates ",7 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/mgjcqpipa8gq-data-ai-analyst-emiratization-uae-talent-development-strategy-consulting-accenture-middle-east-dubai-united-arab-emirates
Data Governance Senior Lead Specialist,Saudi Tadawul Group,"Riyadh, Saudi Arabia ",10 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/idol2yvsr0aa-data-governance-senior-lead-specialist-saudi-tadawul-group-riyadh-saudi-arabia
Expert Labs Delivery Consultant - Early Professional Data,IBM,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/mi8fusazb9es-expert-labs-delivery-consultant-early-professional-data-ibm-riyadh-saudi-arabia
Industrial AI & Data Technical Lead,Capgemini Engineering,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/npf1ve0gqs7x-industrial-ai-data-technical-lead-capgemini-engineering-riyadh-saudi-arabia
Data Analyst,Norconsult Telematics,"Riyadh, Saudi Arabia ",11 days ago,Freelance / Project,,https://wuzzuf.net/saudi/jobs/p/g/o2yeqastpbm0-data-analyst-norconsult-telematics-riyadh-saudi-arabia
MIS & Data Control Officer,CSCEC International Facade Egypt Co Ltd,"Ain Sokhna, Suez, Egypt ",1 month ago,Full Time,,https://wuzzuf.net/jobs/p/0njlm0acmemj-mis-data-control-officer-cscec-international-facade-egypt-co-ltd-suez-egypt
Jr. Data Analyst,Burjline Builders,"Dubai, United Arab Emirates ",13 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ksp3e0cydjqs-jr-data-analyst-burjline-builders-dubai-united-arab-emirates
Trainee - Master Data Management,Chalhoub Group,"Dubai, United Arab Emirates ",10 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/jnosfauyckhr-trainee-master-data-management-chalhoub-group-dubai-united-arab-emirates
"Project Account Manager, Data Center",Hilti Asia IT Services,"Riyadh, Saudi Arabia ",14 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/fxonqxfsqkvr-project-account-manager-data-center-hilti-asia-it-services-riyadh-saudi-arabia
Group Chief Technology Officer (CTO),Confidential,"New Cairo, Cairo, Egypt ",2 months ago,Full Time,20+ Yrs of Exp,https://wuzzuf.net/jobs/p/7qfcbofzbchy-group-chief-technology-officer-cto-cairo-egypt
Data Analyst Commercial,American University of Kuwait (AUK),"Dubai, United Arab Emirates ",15 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/z2hbop49nyrp-data-analyst-commercial-american-university-of-kuwait-auk-dubai-united-arab-emirates
Senior DevOps Data Engineer - Enterprise Data & Analytics,Emirates,"Dubai, United Arab Emirates ",12 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/cgpfnsqpr7qb-senior-devops-data-engineer-enterprise-data-analytics-emirates-dubai-united-arab-emirates
Software Engineer - Data Infrastructure,Canonical,"Makkah, Saudi Arabia ",13 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/tkyokrwngxch-software-engineer-data-infrastructure-canonical-makkah-saudi-arabia
ETL Developer,ISFP,"Smouha, Alexandria, Egypt ",2 months ago,Full Time,1 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/0t6jbxd523y8-etl-developer-isfp-alexandria-egypt
Data Scientist - Engineering & Architecture,AECOM,"Dubai, United Arab Emirates ",20 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/qd5n7tstkuzn-data-scientist-engineering-architecture-aecom-dubai-united-arab-emirates
Data Scientist (NLP Deep Learning Engineer),Revolut,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/l4ut4aemwryw-data-scientist-nlp-deep-learning-engineer-revolut-dubai-united-arab-emirates
Data Analytics Specialist - UAE National Candidates Only,Etihad,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/udtwplysfegp-data-analytics-specialist-uae-national-candidates-only-etihad-dubai-united-arab-emirates
Technical Sales Engineer - Data Center Services - Abu Dhabi,TÜV SÜD,"Dubai, United Arab Emirates ",23 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/h7aovswvsknn-technical-sales-engineer-data-center-services-abu-dhabi-tUv-sUd-dubai-united-arab-emirates
Lead Data Engineer,Core42,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/h8enen5ffzsh-lead-data-engineer-core42-dubai-united-arab-emirates
"Analyst, Data Management",BlackRock,"Dubai, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ld56awthgj5b-analyst-data-management-blackrock-dubai-united-arab-emirates
Data Analyst - Surveillance,Wynn Al Marjan Island,"Ras al-Khaimah, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/nemza4ql6pec-data-analyst-surveillance-wynn-al-marjan-island-ras-al-khaimah-united-arab-emirates
Data Specialist - Surveillance,Wynn Al Marjan Island,"Ras al-Khaimah, United Arab Emirates ",27 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/fj1n0qnsytcd-data-specialist-surveillance-wynn-al-marjan-island-ras-al-khaimah-united-arab-emirates
Chemist - Fresh Graduate ( Sadat City ),Uniboard,"Alsadat City, Monufya, Egypt ",23 hours ago,Full Time,0 - 1 Yrs of Exp,https://wuzzuf.net/jobs/p/lii0uspqyn10-chemist-fresh-graduate-sadat-city-uniboard-monufya-egypt
Lead Data Governance Engineer,Canonical,"Makkah, Saudi Arabia ",26 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/hocmprmht9ri-lead-data-governance-engineer-canonical-makkah-saudi-arabia
Medical Representative- Alexandria - Beheira- Gharbia,interpharma,"Alexandria, Egypt ",9 days ago,Full Time,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/eltwyn9r5wmg-medical-representative-alexandria-beheira-gharbia-interpharma-alexandria-egypt
Quality Control Executive,Al Mostafa For Trading And Supplies,"Obour City, Cairo, Egypt ",2 days ago,Full Time,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/h4lp8efayfeo-quality-control-executive-al-mostafa-for-trading-and-supplies-cairo-egypt
Technical Data & Coding Specialist,ASG  Abdullah Saad Group,"Alexandria, Egypt ",2 months ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/dim8nba2pqnh-technical-data-coding-specialist-asg-abdullah-saad-group-alexandria-egypt
HR Specialist (HCM Implementation Specialist),Ultimate Solutions Egypt,"Sheikh Zayed, Giza, Egypt ",8 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/swsbhoa7tzkc-hr-specialist-hcm-implementation-specialist-ultimate-solutions-egypt-giza-egypt
PHP Developer (Phalcon Framework),Bright Creations,"Smart Village, Giza, Egypt ",1 day ago,Full Time,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/uij067fhghvy-php-developer-phalcon-framework-bright-creations-giza-egypt
Backend Developer (Laravel),Bright Creations,"Smart Village, Giza, Egypt ",1 day ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/yr5rdw9wmxry-backend-developer-laravel-bright-creations-giza-egypt
Junior Front End (React. JS / Next.js Developer) - Remotely,Alexandria For Programming,"Bolkly, Alexandria, Egypt ",15 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/esmfxaekinqs-junior-front-end-react-js-nextjs-developer-remotely-alexandria-for-programming-alexandria-egypt
"BI Analyst ""Extraction""",Efada Technology,"6th of October, Giza, Egypt ",2 months ago,Full Time,3 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/7nrwshmkrfhs-bi-analyst-extraction-efada-technology-giza-egypt
Odoo Developer,Elsewedy industries,"New Cairo, Cairo, Egypt ",16 days ago,Full Time,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/o8zj9adknk8c-odoo-developer-elsewedy-industries-cairo-egypt
Senior Java Developer,egabi solutions,"Rehab City, Cairo, Egypt ",17 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/hc7pkwbfma6w-senior-java-developer-egabi-solutions-cairo-egypt
"Software Developer (.Net Core, SQL & Typescript)",BITechnologies,"New Cairo, Cairo, Egypt ",2 months ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/wt6aprutw9ro-software-developer-net-core-sql-typescript-bi-technologies-cairo-egypt
Data Analyst + Instructor (Excel & Power BI),EpsilonAI,"Nasr City, Cairo, Egypt ",2 months ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/diu2s2piv0kr-data-analyst-instructor-excel-power-bi-epsilonai-cairo-egypt
Senior BI Lead – Data Warehouse / Lakehouse,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,8+ Yrs of Exp,https://wuzzuf.net/jobs/p/vaxl9welpqsk-senior-bi-lead-data-warehouse-lakehouse-global-solutions-gs-oman-muscat-oman
Senior Laravel PHP Developer,Confidential,"Dokki, Giza, Egypt ",18 days ago,Full Time,7 - 20 Yrs of Exp,https://wuzzuf.net/jobs/p/lidnnob1s6vw-senior-laravel-php-developer-giza-egypt
BI Developers – Data Warehouse / Lakehouse,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/k2gbzk8vctio-bi-developers-data-warehouse-lakehouse-global-solutions-gs-oman-muscat-oman
Data Engineer – Data Warehouse / Lakehouse,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/uditmjeqkrhm-data-engineer-data-warehouse-lakehouse-global-solutions-gs-oman-muscat-oman
Full-stack .Net Core and Angular Developer,Syscodeia,"New Cairo, Cairo, Egypt ",15 days ago,Full Time,5 - 15 Yrs of Exp,https://wuzzuf.net/jobs/p/zvb22dbwce7r-full-stack-net-core-and-angular-developer-syscodeia-cairo-egypt
Data Governance & Modeling Lead,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,7+ Yrs of Exp,https://wuzzuf.net/jobs/p/n0sygplgteg0-data-governance-modeling-lead-global-solutions-gs-oman-muscat-oman
Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,8+ Yrs of Exp,https://wuzzuf.net/jobs/p/xbixvpbhd3vq-senior-data-engineer-data-warehouse-lakehouse-global-solutions-gs-oman-muscat-oman
Technical Project Lead – Data warehouse/Lakehouse,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,10+ Yrs of Exp,https://wuzzuf.net/jobs/p/fjefsxfbm7wx-technical-project-lead-data-warehouselakehouse-global-solutions-gs-oman-muscat-oman
Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions  GS Oman,"Muscat, Oman ",2 months ago,Full Time,4 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/3i5ie02dgkd0-data-engineer-qa-data-warehouse-lakehouse-global-solutions-gs-oman-muscat-oman
lab specialist,AFI FOOD,"Obour City, Cairo, Egypt ",24 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/i02mbioxawoa-lab-specialist-afi-food-cairo-egypt
ERP Application Consultant,Rednet It Services,"Cairo, Egypt ",21 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/u67okhjx6jho-erp-application-consultant-rednet-it-services-cairo-egypt
"Senior Mechanical Design Engineer ""HVAC & Firefighting And Plumbing""",Q Design,"Maadi, Cairo, Egypt ",22 days ago,Full Time,7 - 11 Yrs of Exp,https://wuzzuf.net/jobs/p/q3zssssrkjkr-senior-mechanical-design-engineer-hvac-firefighting-and-plumbing-q-design-cairo-egypt
Senior Application Support,Universities of Canada in Egypt,"New Cairo, Cairo, Egypt ",22 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/dqwbepau4lwv-senior-application-support-universities-of-canada-in-egypt-cairo-egypt
IT Specialist,Nouval Group,"Heliopolis, Cairo, Egypt ",23 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/vrgjahmtne5q-it-specialist-nouval-group-cairo-egypt
Web Developer - Backend (Laravel),Cairo Photography Club,"Maadi, Cairo, Egypt ",24 days ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/obcl0en6hnon-web-developer-backend-laravel-cairo-photography-club-cairo-egypt
Portfolio Officer - Corporate Portfolio and Data (Base in Beijing) - Asian Infrastructure Investment Bank,Jobs via eFinancialCareers,"Dubai, United Arab Emirates ",1 month ago,Full Time,,https://wuzzuf.net/jobs/p/g/ghsifulvxz4m-portfolio-officer-corporate-portfolio-and-data-base-in-beijing-asian-infrastructure-investment-bank-jobs-via-efinancialcareers-dubai-united-arab-emirates
Junior Application Support Engineer,Lumin,"6th of October, Giza, Egypt ",2 months ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/6sobbqrzojxz-junior-application-support-engineer-lumin-giza-egypt
Toll Manufacturing & Supply Chain Coordinator,EPIDIS Pharma,"Cairo, Egypt ",10 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/jjoho6rwveh3-toll-manufacturing-supply-chain-coordinator-epidis-pharma-cairo-egypt
Tech Lead - Software Architecture,PowerCom,"New Capital, Cairo, Egypt ",29 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/orxke7acnb4t-tech-lead-software-architecture-powercom-cairo-egypt
Analyst - RM Optimization,Saudia Cargo,"Makkah, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/pb5fgjktmfv3-analyst-rm-optimization-saudia-cargo-makkah-saudi-arabia
Analyst - ICV,Emirates Global Aluminium (EGA),"Dubai, United Arab Emirates ",2 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/fs6g8q36js2t-analyst-icv-emirates-global-aluminium-ega-dubai-united-arab-emirates
Performance Analyst (1010),Team Saudi,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/biasd3gmfkxl-performance-analyst-1010-team-saudi-riyadh-saudi-arabia
GC&E Sales Executive - Arabic Speaker Preferred | DoubleTree by Hilton Sharjah,Hilton,"Dubai, United Arab Emirates ",3 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/uugmsocdc8cy-gce-sales-executive-arabic-speaker-preferred-doubletree-by-hilton-sharjah-hilton-dubai-united-arab-emirates
Security Supervisor,Rotana Hotel Management Corporation PJSC,"Riyadh, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/mvavxdy6rb30-security-supervisor-rotana-hotel-management-corporation-pjsc-riyadh-saudi-arabia
Core (Reservation) Manager - Four Seasons Hotel Madinah (Saudi National),Four Seasons Hotels and Resorts,"Riyadh, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/c5xusdyjkjox-core-reservation-manager-four-seasons-hotel-madinah-saudi-national-four-seasons-hotels-and-resorts-riyadh-saudi-arabia
Senior Analyst - SOC Monitoring (OT Cybersecurity),CPX,"Dubai, United Arab Emirates ",5 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/wwkgjvalfbdt-senior-analyst-soc-monitoring-ot-cybersecurity-cpx-dubai-united-arab-emirates
Q.C Senior Finished Product Analyst,APEX Pharma,"Badr City, Cairo, Egypt ",1 month ago,Full Time,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/n0idsirozp88-qc-senior-finished-product-analyst-apex-pharma-cairo-egypt
Remote Pharmacist,Confidential,"New Cairo, Cairo, Egypt ",1 month ago,Full Time,0 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/rfr0nzjd82ez-remote-pharmacist-cairo-egypt
Applied AI Engineer - Dubai,Snorkel AI,"Dubai, United Arab Emirates ",7 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/jgzhfrkeguze-applied-ai-engineer-dubai-snorkel-ai-dubai-united-arab-emirates
Junior Commercial Analyst,Bayut KSA,"Riyadh, Saudi Arabia ",8 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/bga1gzduqfc9-junior-commercial-analyst-bayut-ksa-riyadh-saudi-arabia
Sourcing Analyst (Static Equipment),ASMO,"Riyadh, Saudi Arabia ",8 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/gb0qllu4xrrb-sourcing-analyst-static-equipment-asmo-riyadh-saudi-arabia
Technology Strategy/Enterprise Architect Consultant – Telecom Sector,Accenture Middle East,"Riyadh, Saudi Arabia ",8 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/izhmrpewrsao-technology-strategyenterprise-architect-consultant-telecom-sector-accenture-middle-east-riyadh-saudi-arabia
